1024 4
2048 4
4096 5
8192 5
16384 6
32768 7
65536 7
131072 6
262144 8
524288 11
1000000 5
5000000 7
10000000 4
15000000 6
20000000 4
25000000 7
30000000 6
35000000 7
40000000 7
45000000 6
50000000 6
